# Distance(km)    Depth(km)    Pressure(bar)    Vs(km/s)
1811.819174    53.500000    18596.702354    3.931780
1856.032495    53.500000    18596.702354    3.923660
1900.245710    53.500000    18596.702354    3.898560
1944.458870    53.500000    18596.702354    3.961270
1988.672027    53.500000    18596.702354    4.055270
2032.885231    53.500000    18596.702354    4.144620
2077.098534    53.500000    18596.702354    4.255100
2121.311988    53.500000    18596.702354    4.342330
2125.152738    53.500000    18596.702354    4.332360
2169.344426    53.500000    18596.702354    4.396830
2213.536001    53.500000    18596.702354    4.420100
2257.727519    53.500000    18596.702354    4.424570
2301.919035    53.500000    18596.702354    4.398200
2346.110604    53.500000    18596.702354    4.353430
2390.302282    53.500000    18596.702354    4.301000
2434.494123    53.500000    18596.702354    4.279650
2394.158800    53.500000    18596.702354    4.292660
2438.326779    53.500000    18596.702354    4.279820
2482.494609    53.500000    18596.702354    4.268550
2526.662351    53.500000    18596.702354    4.225130
2570.830065    53.500000    18596.702354    4.166390
2614.997811    53.500000    18596.702354    4.193220
2659.165648    53.500000    18596.702354    4.216630
2663.027537    53.500000    18596.702354    4.299340
22.144511    54.000000    18763.852876    nan
66.433551    54.000000    18763.852876    nan
110.722646    54.000000    18763.852876    nan
155.011833    54.000000    18763.852876    nan
199.301148    54.000000    18763.852876    nan
247.434266    54.000000    18763.852876    nan
291.712722    54.000000    18763.852876    nan
335.991046    54.000000    18763.852876    nan
380.269277    54.000000    18763.852876    nan
424.547455    54.000000    18763.852876    nan
468.825618    54.000000    18763.852876    nan
513.103805    54.000000    18763.852876    nan
557.382054    54.000000    18763.852876    nan
601.660404    54.000000    18763.852876    nan
645.938894    54.000000    18763.852876    nan
694.054920    54.000000    18763.852876    4.553290
738.320277    54.000000    18763.852876    4.531840
782.585522    54.000000    18763.852876    4.521530
826.850697    54.000000    18763.852876    4.484770
871.115844    54.000000    18763.852876    4.429110
915.381002    54.000000    18763.852876    4.371450
959.646214    54.000000    18763.852876    4.291270
1003.911520    54.000000    18763.852876    4.151660
1048.176963    54.000000    18763.852876    3.968790
1052.028010    54.000000    18763.852876    3.877640
1096.278320    54.000000    18763.852876    3.828940
1140.528479    54.000000    18763.852876    3.811740
1184.778531    54.000000    18763.852876    3.810100
1229.028520    54.000000    18763.852876    3.887170
1273.278491    54.000000    18763.852876    3.909060
1317.528487    54.000000    18763.852876    3.902710
1361.778553    54.000000    18763.852876    3.868320
1406.028733    54.000000    18763.852876    3.866320
1454.120281    54.000000    18763.852876    3.775860
1498.353139    54.000000    18763.852876    3.909540
1542.585877    54.000000    18763.852876    3.978630
1586.818542    54.000000    18763.852876    3.976510
1631.051181    54.000000    18763.852876    3.967900
1675.283842    54.000000    18763.852876    3.982250
1719.516573    54.000000    18763.852876    3.979230
1763.749420    54.000000    18763.852876    3.958440
1767.605696    54.000000    18763.852876    3.963450
1811.819174    54.000000    18763.852876    3.963290
1856.032495    54.000000    18763.852876    3.956660
1900.245710    54.000000    18763.852876    3.932650
1944.458870    54.000000    18763.852876    3.990160
1988.672027    54.000000    18763.852876    4.074040
2032.885231    54.000000    18763.852876    4.158100
2077.098534    54.000000    18763.852876    4.262780
2121.311988    54.000000    18763.852876    4.347820
2125.152738    54.000000    18763.852876    4.337840
2169.344426    54.000000    18763.852876    4.401350
2213.536001    54.000000    18763.852876    4.424740
2257.727519    54.000000    18763.852876    4.430000
2301.919035    54.000000    18763.852876    4.404330
2346.110604    54.000000    18763.852876    4.361230
2390.302282    54.000000    18763.852876    4.310150
2434.494123    54.000000    18763.852876    4.289690
2394.158800    54.000000    18763.852876    4.303400
2438.326779    54.000000    18763.852876    4.292840
2482.494609    54.000000    18763.852876    4.281180
2526.662351    54.000000    18763.852876    4.238250
2570.830065    54.000000    18763.852876    4.178010
2614.997811    54.000000    18763.852876    4.207710
2659.165648    54.000000    18763.852876    4.228120
2663.027537    54.000000    18763.852876    4.318560
22.144511    54.500000    18931.003397    nan
66.433551    54.500000    18931.003397    nan
110.722646    54.500000    18931.003397    nan
155.011833    54.500000    18931.003397    nan
199.301148    54.500000    18931.003397    nan
247.434266    54.500000    18931.003397    nan
291.712722    54.500000    18931.003397    nan
335.991046    54.500000    18931.003397    nan
380.269277    54.500000    18931.003397    nan
424.547455    54.500000    18931.003397    nan
468.825618    54.500000    18931.003397    nan
513.103805    54.500000    18931.003397    nan
557.382054    54.500000    18931.003397    nan
601.660404    54.500000    18931.003397    nan
645.938894    54.500000    18931.003397    nan
694.054920    54.500000    18931.003397    4.553180
738.320277    54.500000    18931.003397    4.532630
782.585522    54.500000    18931.003397    4.522760
826.850697    54.500000    18931.003397    4.486800
871.115844    54.500000    18931.003397    4.432170
915.381002    54.500000    18931.003397    4.375670
959.646214    54.500000    18931.003397    4.295940
1003.911520    54.500000    18931.003397    4.158410
1048.176963    54.500000    18931.003397    3.979770
1052.028010    54.500000    18931.003397    3.888070
1096.278320    54.500000    18931.003397    3.843970
1140.528479    54.500000    18931.003397    3.826840
1184.778531    54.500000    18931.003397    3.825720
1229.028520    54.500000    18931.003397    3.900250
1273.278491    54.500000    18931.003397    3.925540
1317.528487    54.500000    18931.003397    3.919120
1361.778553    54.500000    18931.003397    3.885630
1406.028733    54.500000    18931.003397    3.882290
1454.120281    54.500000    18931.003397    3.785480
1498.353139    54.500000    18931.003397    3.917340
1542.585877    54.500000    18931.003397    3.987500
1586.818542    54.500000    18931.003397    3.987860
1631.051181    54.500000    18931.003397    3.981180
1675.283842    54.500000    18931.003397    4.001210
1719.516573    54.500000    18931.003397    4.007900
1763.749420    54.500000    18931.003397    3.994650
1767.605696    54.500000    18931.003397    4.003210
1811.819174    54.500000    18931.003397    3.999250
1856.032495    54.500000    18931.003397    3.988040
1900.245710    54.500000    18931.003397    3.962570
1944.458870    54.500000    18931.003397    4.015300
1988.672027    54.500000    18931.003397    4.091560
2032.885231    54.500000    18931.003397    4.170520
2077.098534    54.500000    18931.003397    4.270000
2121.311988    54.500000    18931.003397    4.352890
2125.152738    54.500000    18931.003397    4.342700
2169.344426    54.500000    18931.003397    4.404830
2213.536001    54.500000    18931.003397    4.428610
2257.727519    54.500000    18931.003397    4.434890
2301.919035    54.500000    18931.003397    4.410500
2346.110604    54.500000    18931.003397    4.370440
2390.302282    54.500000    18931.003397    4.320600
2434.494123    54.500000    18931.003397    4.302700
2394.158800    54.500000    18931.003397    4.313710
2438.326779    54.500000    18931.003397    4.304710
2482.494609    54.500000    18931.003397    4.292460
2526.662351    54.500000    18931.003397    4.249370
2570.830065    54.500000    18931.003397    4.188440
2614.997811    54.500000    18931.003397    4.219900
2659.165648    54.500000    18931.003397    4.237260
2663.027537    54.500000    18931.003397    4.334880
22.144511    55.000000    19098.153919    nan
66.433551    55.000000    19098.153919    nan
110.722646    55.000000    19098.153919    nan
155.011833    55.000000    19098.153919    nan
199.301148    55.000000    19098.153919    nan
247.434266    55.000000    19098.153919    nan
291.712722    55.000000    19098.153919    nan
335.991046    55.000000    19098.153919    nan
380.269277    55.000000    19098.153919    nan
424.547455    55.000000    19098.153919    nan
468.825618    55.000000    19098.153919    nan
513.103805    55.000000    19098.153919    nan
557.382054    55.000000    19098.153919    nan
601.660404    55.000000    19098.153919    nan
645.938894    55.000000    19098.153919    nan
694.054920    55.000000    19098.153919    4.553810
738.320277    55.000000    19098.153919    4.533500
782.585522    55.000000    19098.153919    4.523710
826.850697    55.000000    19098.153919    4.488650
871.115844    55.000000    19098.153919    4.434280
915.381002    55.000000    19098.153919    4.378260
959.646214    55.000000    19098.153919    4.298590
1003.911520    55.000000    19098.153919    4.162070
1048.176963    55.000000    19098.153919    3.985400
1052.028010    55.000000    19098.153919    3.892870
1096.278320    55.000000    19098.153919    3.851900
1140.528479    55.000000    19098.153919    3.838490
1184.778531    55.000000    19098.153919    3.839520
1229.028520    55.000000    19098.153919    3.914880
1273.278491    55.000000    19098.153919    3.937260
1317.528487    55.000000    19098.153919    3.928690
1361.778553    55.000000    19098.153919    3.893520
1406.028733    55.000000    19098.153919    3.889480
1454.120281    55.000000    19098.153919    3.790110
1498.353139    55.000000    19098.153919    3.921540
1542.585877    55.000000    19098.153919    3.996340
1586.818542    55.000000    19098.153919    4.004690
1631.051181    55.000000    19098.153919    4.009610
1675.283842    55.000000    19098.153919    4.028380
1719.516573    55.000000    19098.153919    4.038190
1763.749420    55.000000    19098.153919    4.029100
1767.605696    55.000000    19098.153919    4.035470
1811.819174    55.000000    19098.153919    4.034240
1856.032495    55.000000    19098.153919    4.019300
1900.245710    55.000000    19098.153919    3.994070
1944.458870    55.000000    19098.153919    4.041370
1988.672027    55.000000    19098.153919    4.109260
2032.885231    55.000000    19098.153919    4.183780
2077.098534    55.000000    19098.153919    4.278790
2121.311988    55.000000    19098.153919    4.359280
2125.152738    55.000000    19098.153919    4.347670
2169.344426    55.000000    19098.153919    4.408790
2213.536001    55.000000    19098.153919    4.432660
2257.727519    55.000000    19098.153919    4.439480
2301.919035    55.000000    19098.153919    4.415770
2346.110604    55.000000    19098.153919    4.376680
2390.302282    55.000000    19098.153919    4.327310
2434.494123    55.000000    19098.153919    4.308790
2394.158800    55.000000    19098.153919    4.321150
2438.326779    55.000000    19098.153919    4.311370
2482.494609    55.000000    19098.153919    4.298590
2526.662351    55.000000    19098.153919    4.256080
2570.830065    55.000000    19098.153919    4.195170
2614.997811    55.000000    19098.153919    4.229300
2659.165648    55.000000    19098.153919    4.247170
2663.027537    55.000000    19098.153919    4.346720
22.144511    5.500000    1401.400000    nan
66.433551    5.500000    1401.400000    nan
110.722646    5.500000    1401.400000    nan
155.011833    5.500000    1401.400000    nan
199.301148    5.500000    1401.400000    nan
247.434266    5.500000    1401.400000    nan
291.712722    5.500000    1401.400000    nan
335.991046    5.500000    1401.400000    nan
380.269277    5.500000    1401.400000    nan
424.547455    5.500000    1401.400000    nan
468.825618    5.500000    1401.400000    nan
513.103805    5.500000    1401.400000    nan
557.382054    5.500000    1401.400000    nan
601.660404    5.500000    1401.400000    nan
645.938894    5.500000    1401.400000    nan
694.054920    5.500000    1401.400000    3.070140
738.320277    5.500000    1401.400000    3.109740
782.585522    5.500000    1401.400000    3.123880
826.850697    5.500000    1401.400000    3.162880
871.115844    5.500000    1401.400000    3.206270
915.381002    5.500000    1401.400000    3.244460
959.646214    5.500000    1401.400000    3.290110
1003.911520    5.500000    1401.400000    3.355570
1048.176963    5.500000    1401.400000    3.439890
1052.028010    5.500000    1401.400000    3.437480
1096.278320    5.500000    1401.400000    3.480080
1140.528479    5.500000    1401.400000    3.508440
1184.778531    5.500000    1401.400000    3.529550
1229.028520    5.500000    1401.400000    3.533780
1273.278491    5.500000    1401.400000    3.518270
1317.528487    5.500000    1401.400000    3.495600
1361.778553    5.500000    1401.400000    3.463970
1406.028733    5.500000    1401.400000    3.438010
1454.120281    5.500000    1401.400000    3.359090
1498.353139    5.500000    1401.400000    3.400390
1542.585877    5.500000    1401.400000    3.430670
1586.818542    5.500000    1401.400000    3.443410
1631.051181    5.500000    1401.400000    3.446910
1675.283842    5.500000    1401.400000    3.433690
1719.516573    5.500000    1401.400000    3.407400
1763.749420    5.500000    1401.400000    3.362320
1767.605696    5.500000    1401.400000    3.347290
1811.819174    5.500000    1401.400000    3.300480
1856.032495    5.500000    1401.400000    3.253770
1900.245710    5.500000    1401.400000    3.199280
1944.458870    5.500000    1401.400000    3.132300
1988.672027    5.500000    1401.400000    3.063720
2032.885231    5.500000    1401.400000    3.019910
2077.098534    5.500000    1401.400000    2.993800
2121.311988    5.500000    1401.400000    2.990680
2125.152738    5.500000    1401.400000    2.998160
2169.344426    5.500000    1401.400000    3.003670
2213.536001    5.500000    1401.400000    3.028220
2257.727519    5.500000    1401.400000    3.059290
2301.919035    5.500000    1401.400000    3.120760
2346.110604    5.500000    1401.400000    3.214050
2390.302282    5.500000    1401.400000    3.291100
2434.494123    5.500000    1401.400000    3.386310
2394.158800    5.500000    1401.400000    3.349770
2438.326779    5.500000    1401.400000    3.443150
2482.494609    5.500000    1401.400000    3.502300
2526.662351    5.500000    1401.400000    3.499240
2570.830065    5.500000    1401.400000    3.416540
2614.997811    5.500000    1401.400000    3.285550
2659.165648    5.500000    1401.400000    3.147560
2663.027537    5.500000    1401.400000    3.178850
22.144511    55.500000    19265.304441    nan
66.433551    55.500000    19265.304441    nan
110.722646    55.500000    19265.304441    nan
155.011833    55.500000    19265.304441    nan
199.301148    55.500000    19265.304441    nan
247.434266    55.500000    19265.304441    nan
291.712722    55.500000    19265.304441    nan
335.991046    55.500000    19265.304441    nan
380.269277    55.500000    19265.304441    nan
424.547455    55.500000    19265.304441    nan
468.825618    55.500000    19265.304441    nan
513.103805    55.500000    19265.304441    nan
557.382054    55.500000    19265.304441    nan
601.660404    55.500000    19265.304441    nan
645.938894    55.500000    19265.304441    nan
694.054920    55.500000    19265.304441    4.552540
738.320277    55.500000    19265.304441    4.533290
782.585522    55.500000    19265.304441    4.523940
826.850697    55.500000    19265.304441    4.490260
871.115844    55.500000    19265.304441    4.437310
915.381002    55.500000    19265.304441    4.382880
959.646214    55.500000    19265.304441    4.304320
1003.911520    55.500000    19265.304441    4.170100
1048.176963    55.500000    19265.304441    3.999050
1052.028010    55.500000    19265.304441    3.906150
1096.278320    55.500000    19265.304441    3.870320
1140.528479    55.500000    19265.304441    3.856660
1184.778531    55.500000    19265.304441    3.855910
1229.028520    55.500000    19265.304441    3.925540
1273.278491    55.500000    19265.304441    3.945960
1317.528487    55.500000    19265.304441    3.936930
1361.778553    55.500000    19265.304441    3.902400
1406.028733    55.500000    19265.304441    3.897670
1454.120281    55.500000    19265.304441    3.798480
1498.353139    55.500000    19265.304441    3.927870
1542.585877    55.500000    19265.304441    4.005260
1586.818542    55.500000    19265.304441    4.018090
1631.051181    55.500000    19265.304441    4.025100
1675.283842    55.500000    19265.304441    4.045360
1719.516573    55.500000    19265.304441    4.060890
1763.749420    55.500000    19265.304441    4.060080
1767.605696    55.500000    19265.304441    4.062300
1811.819174    55.500000    19265.304441    4.062160
1856.032495    55.500000    19265.304441    4.046330
1900.245710    55.500000    19265.304441    4.023150
1944.458870    55.500000    19265.304441    4.066880
1988.672027    55.500000    19265.304441    4.126740
2032.885231    55.500000    19265.304441    4.195250
2077.098534    55.500000    19265.304441    4.285200
2121.311988    55.500000    19265.304441    4.363880
2125.152738    55.500000    19265.304441    4.352260
2169.344426    55.500000    19265.304441    4.412330
2213.536001    55.500000    19265.304441    4.436800
2257.727519    55.500000    19265.304441    4.444530
2301.919035    55.500000    19265.304441    4.422460
2346.110604    55.500000    19265.304441    4.385920
2390.302282    55.500000    19265.304441    4.337680
2434.494123    55.500000    19265.304441    4.320890
2394.158800    55.500000    19265.304441    4.331210
2438.326779    55.500000    19265.304441    4.322420
2482.494609    55.500000    19265.304441    4.308740
2526.662351    55.500000    19265.304441    4.265830
2570.830065    55.500000    19265.304441    4.203980
2614.997811    55.500000    19265.304441    4.239310
2659.165648    55.500000    19265.304441    4.255080
2663.027537    55.500000    19265.304441    4.357800
22.144511    56.000000    19432.454962    nan
66.433551    56.000000    19432.454962    nan
110.722646    56.000000    19432.454962    nan
155.011833    56.000000    19432.454962    nan
199.301148    56.000000    19432.454962    nan
247.434266    56.000000    19432.454962    nan
291.712722    56.000000    19432.454962    nan
335.991046    56.000000    19432.454962    nan
380.269277    56.000000    19432.454962    nan
424.547455    56.000000    19432.454962    nan
468.825618    56.000000    19432.454962    nan
513.103805    56.000000    19432.454962    nan
557.382054    56.000000    19432.454962    nan
601.660404    56.000000    19432.454962    nan
645.938894    56.000000    19432.454962    nan
694.054920    56.000000    19432.454962    4.551630
738.320277    56.000000    19432.454962    4.533440
782.585522    56.000000    19432.454962    4.524130
826.850697    56.000000    19432.454962    4.491110
871.115844    56.000000    19432.454962    4.438700
915.381002    56.000000    19432.454962    4.384620
959.646214    56.000000    19432.454962    4.306190
1003.911520    56.000000    19432.454962    4.173090
1048.176963    56.000000    19432.454962    4.005960
1052.028010    56.000000    19432.454962    3.911060
1096.278320    56.000000    19432.454962    3.879520
1140.528479    56.000000    19432.454962    3.867370
1184.778531    56.000000    19432.454962    3.868040
1229.028520    56.000000    19432.454962    3.937170
1273.278491    56.000000    19432.454962    3.957190
1317.528487    56.000000    19432.454962    3.944870
1361.778553    56.000000    19432.454962    3.908520
1406.028733    56.000000    19432.454962    3.904040
1454.120281    56.000000    19432.454962    3.804280
1498.353139    56.000000    19432.454962    3.934310
1542.585877    56.000000    19432.454962    4.012170
1586.818542    56.000000    19432.454962    4.027560
1631.051181    56.000000    19432.454962    4.034770
1675.283842    56.000000    19432.454962    4.057780
1719.516573    56.000000    19432.454962    4.077350
1763.749420    56.000000    19432.454962    4.083230
1767.605696    56.000000    19432.454962    4.083500
1811.819174    56.000000    19432.454962    4.088520
1856.032495    56.000000    19432.454962    4.075550
1900.245710    56.000000    19432.454962    4.056180
1944.458870    56.000000    19432.454962    4.093660
1988.672027    56.000000    19432.454962    4.145090
2032.885231    56.000000    19432.454962    4.207670
2077.098534    56.000000    19432.454962    4.292280
2121.311988    56.000000    19432.454962    4.368420
2125.152738    56.000000    19432.454962    4.356650
2169.344426    56.000000    19432.454962    4.416000
2213.536001    56.000000    19432.454962    4.441020
2257.727519    56.000000    19432.454962    4.449440
2301.919035    56.000000    19432.454962    4.427990
2346.110604    56.000000    19432.454962    4.394370
2390.302282    56.000000    19432.454962    4.348080
2434.494123    56.000000    19432.454962    4.333460
2394.158800    56.000000    19432.454962    4.341290
2438.326779    56.000000    19432.454962    4.333300
2482.494609    56.000000    19432.454962    4.318910
2526.662351    56.000000    19432.454962    4.274810
2570.830065    56.000000    19432.454962    4.212910
2614.997811    56.000000    19432.454962    4.249900
2659.165648    56.000000    19432.454962    4.266570
2663.027537    56.000000    19432.454962    4.369900
22.144511    56.500000    19599.605484    nan
66.433551    56.500000    19599.605484    nan
110.722646    56.500000    19599.605484    nan
155.011833    56.500000    19599.605484    nan
199.301148    56.500000    19599.605484    nan
247.434266    56.500000    19599.605484    nan
291.712722    56.500000    19599.605484    nan
335.991046    56.500000    19599.605484    nan
380.269277    56.500000    19599.605484    nan
424.547455    56.500000    19599.605484    nan
468.825618    56.500000    19599.605484    nan
513.103805    56.500000    19599.605484    nan
557.382054    56.500000    19599.605484    nan
601.660404    56.500000    19599.605484    nan
645.938894    56.500000    19599.605484    nan
694.054920    56.500000    19599.605484    4.551440
738.320277    56.500000    19599.605484    4.533570
782.585522    56.500000    19599.605484    4.524890
826.850697    56.500000    19599.605484    4.492920
871.115844    56.500000    19599.605484    4.441880
915.381002    56.500000    19599.605484    4.389510
959.646214    56.500000    19599.605484    4.311950
1003.911520    56.500000    19599.605484    4.181370
1048.176963    56.500000    19599.605484    4.019680
1052.028010    56.500000    19599.605484    3.923960
1096.278320    56.500000    19599.605484    3.899220
1140.528479    56.500000    19599.605484    3.887120
1184.778531    56.500000    19599.605484    3.883830
1229.028520    56.500000    19599.605484    3.945600
1273.278491    56.500000    19599.605484    3.962980
1317.528487    56.500000    19599.605484    3.951980
1361.778553    56.500000    19599.605484    3.917400
1406.028733    56.500000    19599.605484    3.912810
1454.120281    56.500000    19599.605484    3.814350
1498.353139    56.500000    19599.605484    3.941780
1542.585877    56.500000    19599.605484    4.020960
1586.818542    56.500000    19599.605484    4.038210
1631.051181    56.500000    19599.605484    4.048470
1675.283842    56.500000    19599.605484    4.070950
1719.516573    56.500000    19599.605484    4.092890
1763.749420    56.500000    19599.605484    4.103420
1767.605696    56.500000    19599.605484    4.102870
1811.819174    56.500000    19599.605484    4.107380
1856.032495    56.500000    19599.605484    4.095910
1900.245710    56.500000    19599.605484    4.079060
1944.458870    56.500000    19599.605484    4.114680
1988.672027    56.500000    19599.605484    4.159870
2032.885231    56.500000    19599.605484    4.216950
2077.098534    56.500000    19599.605484    4.297560
2121.311988    56.500000    19599.605484    4.372410
2125.152738    56.500000    19599.605484    4.360360
2169.344426    56.500000    19599.605484    4.419020
2213.536001    56.500000    19599.605484    4.444620
2257.727519    56.500000    19599.605484    4.453780
2301.919035    56.500000    19599.605484    4.433560
2346.110604    56.500000    19599.605484    4.403510
2390.302282    56.500000    19599.605484    4.359170
2434.494123    56.500000    19599.605484    4.347250
2394.158800    56.500000    19599.605484    4.350500
2438.326779    56.500000    19599.605484    4.343310
2482.494609    56.500000    19599.605484    4.327980
2526.662351    56.500000    19599.605484    4.282620
2570.830065    56.500000    19599.605484    4.221630
2614.997811    56.500000    19599.605484    4.260320
2659.165648    56.500000    19599.605484    4.275680
2663.027537    56.500000    19599.605484    4.380550
22.144511    57.000000    19766.756005    nan
66.433551    57.000000    19766.756005    nan
110.722646    57.000000    19766.756005    nan
155.011833    57.000000    19766.756005    nan
199.301148    57.000000    19766.756005    nan
247.434266    57.000000    19766.756005    nan
291.712722    57.000000    19766.756005    nan
335.991046    57.000000    19766.756005    nan
380.269277    57.000000    19766.756005    nan
424.547455    57.000000    19766.756005    nan
468.825618    57.000000    19766.756005    nan
513.103805    57.000000    19766.756005    nan
557.382054    57.000000    19766.756005    nan
601.660404    57.000000    19766.756005    nan
645.938894    57.000000    19766.756005    nan
694.054920    57.000000    19766.756005    4.549800
738.320277    57.000000    19766.756005    4.532760
782.585522    57.000000    19766.756005    4.524430
826.850697    57.000000    19766.756005    4.493430
871.115844    57.000000    19766.756005    4.443790
915.381002    57.000000    19766.756005    4.392890
959.646214    57.000000    19766.756005    4.316350
1003.911520    57.000000    19766.756005    4.187570
1048.176963    57.000000    19766.756005    4.033470
1052.028010    57.000000    19766.756005    3.935290
1096.278320    57.000000    19766.756005    3.917940
1140.528479    57.000000    19766.756005    3.906030
1184.778531    57.000000    19766.756005    3.899600
1229.028520    57.000000    19766.756005    3.954350
1273.278491    57.000000    19766.756005    3.967620
1317.528487    57.000000    19766.756005    3.955380
1361.778553    57.000000    19766.756005    3.920570
1406.028733    57.000000    19766.756005    3.916630
1454.120281    57.000000    19766.756005    3.820140
1498.353139    57.000000    19766.756005    3.946300
1542.585877    57.000000    19766.756005    4.025610
1586.818542    57.000000    19766.756005    4.045160
1631.051181    57.000000    19766.756005    4.059700
1675.283842    57.000000    19766.756005    4.082670
1719.516573    57.000000    19766.756005    4.106710
1763.749420    57.000000    19766.756005    4.118630
1767.605696    57.000000    19766.756005    4.119150
1811.819174    57.000000    19766.756005    4.124730
1856.032495    57.000000    19766.756005    4.116080
1900.245710    57.000000    19766.756005    4.105010
1944.458870    57.000000    19766.756005    4.135260
1988.672027    57.000000    19766.756005    4.173170
2032.885231    57.000000    19766.756005    4.225390
2077.098534    57.000000    19766.756005    4.303660
2121.311988    57.000000    19766.756005    4.377270
2125.152738    57.000000    19766.756005    4.364420
2169.344426    57.000000    19766.756005    4.422510
2213.536001    57.000000    19766.756005    4.448190
2257.727519    57.000000    19766.756005    4.457590
2301.919035    57.000000    19766.756005    4.438010
2346.110604    57.000000    19766.756005    4.410140
2390.302282    57.000000    19766.756005    4.367320
2434.494123    57.000000    19766.756005    4.356450
2394.158800    57.000000    19766.756005    4.357890
2438.326779    57.000000    19766.756005    4.350240
2482.494609    57.000000    19766.756005    4.334120
2526.662351    57.000000    19766.756005    4.287590
2570.830065    57.000000    19766.756005    4.226270
2614.997811    57.000000    19766.756005    4.266580
2659.165648    57.000000    19766.756005    4.283170
2663.027537    57.000000    19766.756005    4.388160
22.144511    57.500000    19933.906527    nan
66.433551    57.500000    19933.906527    nan
110.722646    57.500000    19933.906527    nan
155.011833    57.500000    19933.906527    nan
199.301148    57.500000    19933.906527    nan
247.434266    57.500000    19933.906527    nan
291.712722    57.500000    19933.906527    nan
335.991046    57.500000    19933.906527    nan
380.269277    57.500000    19933.906527    nan
424.547455    57.500000    19933.906527    nan
468.825618    57.500000    19933.906527    nan
513.103805    57.500000    19933.906527    nan
557.382054    57.500000    19933.906527    nan
601.660404    57.500000    19933.906527    nan
645.938894    57.500000    19933.906527    nan
694.054920    57.500000    19933.906527    4.548330
738.320277    57.500000    19933.906527    4.532040
782.585522    57.500000    19933.906527    4.524670
826.850697    57.500000    19933.906527    4.495560
871.115844    57.500000    19933.906527    4.448500
915.381002    57.500000    19933.906527    4.400970
959.646214    57.500000    19933.906527    4.326930
1003.911520    57.500000    19933.906527    4.200910
1048.176963    57.500000    19933.906527    4.049480
1052.028010    57.500000    19933.906527    3.953050
1096.278320    57.500000    19933.906527    3.938610
1140.528479    57.500000    19933.906527    3.927180
1184.778531    57.500000    19933.906527    3.917380
1229.028520    57.500000    19933.906527    3.963800
1273.278491    57.500000    19933.906527    3.973190
1317.528487    57.500000    19933.906527    3.961800
1361.778553    57.500000    19933.906527    3.928490
1406.028733    57.500000    19933.906527    3.924190
1454.120281    57.500000    19933.906527    3.829730
1498.353139    57.500000    19933.906527    3.952430
1542.585877    57.500000    19933.906527    4.032050
1586.818542    57.500000    19933.906527    4.053810
1631.051181    57.500000    19933.906527    4.069020
1675.283842    57.500000    19933.906527    4.092590
1719.516573    57.500000    19933.906527    4.117450
1763.749420    57.500000    19933.906527    4.132300
1767.605696    57.500000    19933.906527    4.130470
1811.819174    57.500000    19933.906527    4.136510
1856.032495    57.500000    19933.906527    4.132370
1900.245710    57.500000    19933.906527    4.128370
1944.458870    57.500000    19933.906527    4.158370
1988.672027    57.500000    19933.906527    4.189910
2032.885231    57.500000    19933.906527    4.236180
2077.098534    57.500000    19933.906527    4.309390
2121.311988    57.500000    19933.906527    4.381290
2125.152738    57.500000    19933.906527    4.368530
2169.344426    57.500000    19933.906527    4.425780
2213.536001    57.500000    19933.906527    4.452110
2257.727519    57.500000    19933.906527    4.462470
2301.919035    57.500000    19933.906527    4.443750
2346.110604    57.500000    19933.906527    4.416930
2390.302282    57.500000    19933.906527    4.374800
2434.494123    57.500000    19933.906527    4.363930
2394.158800    57.500000    19933.906527    4.364880
2438.326779    57.500000    19933.906527    4.357230
2482.494609    57.500000    19933.906527    4.340710
2526.662351    57.500000    19933.906527    4.293990
2570.830065    57.500000    19933.906527    4.233200
2614.997811    57.500000    19933.906527    4.273700
2659.165648    57.500000    19933.906527    4.290460
2663.027537    57.500000    19933.906527    4.394610
22.144511    58.000000    20101.057049    nan
66.433551    58.000000    20101.057049    nan
110.722646    58.000000    20101.057049    nan
155.011833    58.000000    20101.057049    nan
199.301148    58.000000    20101.057049    nan
247.434266    58.000000    20101.057049    nan
291.712722    58.000000    20101.057049    nan
335.991046    58.000000    20101.057049    nan
380.269277    58.000000    20101.057049    nan
424.547455    58.000000    20101.057049    nan
468.825618    58.000000    20101.057049    nan
513.103805    58.000000    20101.057049    nan
557.382054    58.000000    20101.057049    nan
601.660404    58.000000    20101.057049    nan
645.938894    58.000000    20101.057049    nan
694.054920    58.000000    20101.057049    4.545900
738.320277    58.000000    20101.057049    4.530870
782.585522    58.000000    20101.057049    4.523610
826.850697    58.000000    20101.057049    4.496430
871.115844    58.000000    20101.057049    4.451710
915.381002    58.000000    20101.057049    4.406800
959.646214    58.000000    20101.057049    4.334530
1003.911520    58.000000    20101.057049    4.211880
1048.176963    58.000000    20101.057049    4.067850
1052.028010    58.000000    20101.057049    3.967650
1096.278320    58.000000    20101.057049    3.963540
1140.528479    58.000000    20101.057049    3.952450
1184.778531    58.000000    20101.057049    3.934650
1229.028520    58.000000    20101.057049    3.971210
1273.278491    58.000000    20101.057049    3.976350
1317.528487    58.000000    20101.057049    3.963850
1361.778553    58.000000    20101.057049    3.931120
1406.028733    58.000000    20101.057049    3.927750
1454.120281    58.000000    20101.057049    3.836010
1498.353139    58.000000    20101.057049    3.957750
1542.585877    58.000000    20101.057049    4.036470
1586.818542    58.000000    20101.057049    4.058730
1631.051181    58.000000    20101.057049    4.074370
1675.283842    58.000000    20101.057049    4.098920
1719.516573    58.000000    20101.057049    4.123850
