# Distance(km)    Depth(km)    Pressure(bar)    Vs(km/s)
1140.528479    12.000000    3433.920000    3.563300
1184.778531    12.000000    3433.920000    3.576860
1229.028520    12.000000    3433.920000    3.572900
1273.278491    12.000000    3433.920000    3.574180
1317.528487    12.000000    3433.920000    3.567850
1361.778553    12.000000    3433.920000    3.549900
1406.028733    12.000000    3433.920000    3.542900
1454.120281    12.000000    3433.920000    3.477410
1498.353139    12.000000    3433.920000    3.478400
1542.585877    12.000000    3433.920000    3.481810
1586.818542    12.000000    3433.920000    3.479950
1631.051181    12.000000    3433.920000    3.486380
1675.283842    12.000000    3433.920000    3.484140
1719.516573    12.000000    3433.920000    3.473710
1763.749420    12.000000    3433.920000    3.439540
1767.605696    12.000000    3433.920000    3.429390
1811.819174    12.000000    3433.920000    3.396290
1856.032495    12.000000    3433.920000    3.379480
1900.245710    12.000000    3433.920000    3.372760
1944.458870    12.000000    3433.920000    3.348520
1988.672027    12.000000    3433.920000    3.297380
2032.885231    12.000000    3433.920000    3.262150
2077.098534    12.000000    3433.920000    3.229520
2121.311988    12.000000    3433.920000    3.204390
2125.152738    12.000000    3433.920000    3.215390
2169.344426    12.000000    3433.920000    3.214290
2213.536001    12.000000    3433.920000    3.241800
2257.727519    12.000000    3433.920000    3.287880
2301.919035    12.000000    3433.920000    3.356190
2346.110604    12.000000    3433.920000    3.453290
2390.302282    12.000000    3433.920000    3.552920
2434.494123    12.000000    3433.920000    3.626740
2394.158800    12.000000    3433.920000    3.587110
2438.326779    12.000000    3433.920000    3.653360
2482.494609    12.000000    3433.920000    3.681060
2526.662351    12.000000    3433.920000    3.638140
2570.830065    12.000000    3433.920000    3.542480
2614.997811    12.000000    3433.920000    3.426920
2659.165648    12.000000    3433.920000    3.304070
2663.027537    12.000000    3433.920000    3.292340
22.144511    12.500000    3577.000000    nan
66.433551    12.500000    3577.000000    nan
110.722646    12.500000    3577.000000    nan
155.011833    12.500000    3577.000000    nan
199.301148    12.500000    3577.000000    nan
247.434266    12.500000    3577.000000    nan
291.712722    12.500000    3577.000000    nan
335.991046    12.500000    3577.000000    nan
380.269277    12.500000    3577.000000    nan
424.547455    12.500000    3577.000000    nan
468.825618    12.500000    3577.000000    nan
513.103805    12.500000    3577.000000    nan
557.382054    12.500000    3577.000000    nan
601.660404    12.500000    3577.000000    nan
645.938894    12.500000    3577.000000    nan
694.054920    12.500000    3577.000000    3.765090
738.320277    12.500000    3577.000000    3.672270
782.585522    12.500000    3577.000000    3.641980
826.850697    12.500000    3577.000000    3.546420
871.115844    12.500000    3577.000000    3.477310
915.381002    12.500000    3577.000000    3.469210
959.646214    12.500000    3577.000000    3.453710
1003.911520    12.500000    3577.000000    3.510100
1048.176963    12.500000    3577.000000    3.571660
1052.028010    12.500000    3577.000000    3.481670
1096.278320    12.500000    3577.000000    3.541560
1140.528479    12.500000    3577.000000    3.550490
1184.778531    12.500000    3577.000000    3.565670
1229.028520    12.500000    3577.000000    3.562540
1273.278491    12.500000    3577.000000    3.565890
1317.528487    12.500000    3577.000000    3.559910
1361.778553    12.500000    3577.000000    3.541550
1406.028733    12.500000    3577.000000    3.534940
1454.120281    12.500000    3577.000000    3.467780
1498.353139    12.500000    3577.000000    3.464150
1542.585877    12.500000    3577.000000    3.463100
1586.818542    12.500000    3577.000000    3.460120
1631.051181    12.500000    3577.000000    3.467220
1675.283842    12.500000    3577.000000    3.468120
1719.516573    12.500000    3577.000000    3.463070
1763.749420    12.500000    3577.000000    3.435380
1767.605696    12.500000    3577.000000    3.424240
1811.819174    12.500000    3577.000000    3.394880
1856.032495    12.500000    3577.000000    3.383580
1900.245710    12.500000    3577.000000    3.384020
1944.458870    12.500000    3577.000000    3.365640
1988.672027    12.500000    3577.000000    3.316140
2032.885231    12.500000    3577.000000    3.279200
2077.098534    12.500000    3577.000000    3.243540
2121.311988    12.500000    3577.000000    3.215260
2125.152738    12.500000    3577.000000    3.227620
2169.344426    12.500000    3577.000000    3.222800
2213.536001    12.500000    3577.000000    3.247660
2257.727519    12.500000    3577.000000    3.293310
2301.919035    12.500000    3577.000000    3.363140
2346.110604    12.500000    3577.000000    3.463510
2390.302282    12.500000    3577.000000    3.565100
2434.494123    12.500000    3577.000000    3.638540
2394.158800    12.500000    3577.000000    3.599600
2438.326779    12.500000    3577.000000    3.662700
2482.494609    12.500000    3577.000000    3.686100
2526.662351    12.500000    3577.000000    3.643520
2570.830065    12.500000    3577.000000    3.549840
2614.997811    12.500000    3577.000000    3.431860
2659.165648    12.500000    3577.000000    3.308220
2663.027537    12.500000    3577.000000    3.294470
22.144511    13.000000    3720.080000    nan
66.433551    13.000000    3720.080000    nan
110.722646    13.000000    3720.080000    nan
155.011833    13.000000    3720.080000    nan
199.301148    13.000000    3720.080000    nan
247.434266    13.000000    3720.080000    nan
291.712722    13.000000    3720.080000    nan
335.991046    13.000000    3720.080000    nan
380.269277    13.000000    3720.080000    nan
424.547455    13.000000    3720.080000    nan
468.825618    13.000000    3720.080000    nan
513.103805    13.000000    3720.080000    nan
557.382054    13.000000    3720.080000    nan
601.660404    13.000000    3720.080000    nan
645.938894    13.000000    3720.080000    nan
694.054920    13.000000    3720.080000    3.778160
738.320277    13.000000    3720.080000    3.682560
782.585522    13.000000    3720.080000    3.651650
826.850697    13.000000    3720.080000    3.553920
871.115844    13.000000    3720.080000    3.482910
915.381002    13.000000    3720.080000    3.473500
959.646214    13.000000    3720.080000    3.455680
1003.911520    13.000000    3720.080000    3.508450
1048.176963    13.000000    3720.080000    3.565290
1052.028010    13.000000    3720.080000    3.477210
1096.278320    13.000000    3720.080000    3.534770
1140.528479    13.000000    3720.080000    3.543540
1184.778531    13.000000    3720.080000    3.559980
1229.028520    13.000000    3720.080000    3.558320
1273.278491    13.000000    3720.080000    3.563000
1317.528487    13.000000    3720.080000    3.557110
1361.778553    13.000000    3720.080000    3.538210
1406.028733    13.000000    3720.080000    3.530390
1454.120281    13.000000    3720.080000    3.462430
1498.353139    13.000000    3720.080000    3.457170
1542.585877    13.000000    3720.080000    3.455680
1586.818542    13.000000    3720.080000    3.453110
1631.051181    13.000000    3720.080000    3.460020
1675.283842    13.000000    3720.080000    3.461820
1719.516573    13.000000    3720.080000    3.457850
1763.749420    13.000000    3720.080000    3.433550
1767.605696    13.000000    3720.080000    3.421710
1811.819174    13.000000    3720.080000    3.394990
1856.032495    13.000000    3720.080000    3.387670
1900.245710    13.000000    3720.080000    3.393570
1944.458870    13.000000    3720.080000    3.378490
1988.672027    13.000000    3720.080000    3.330820
2032.885231    13.000000    3720.080000    3.293460
2077.098534    13.000000    3720.080000    3.256130
2121.311988    13.000000    3720.080000    3.225440
2125.152738    13.000000    3720.080000    3.239240
2169.344426    13.000000    3720.080000    3.231360
2213.536001    13.000000    3720.080000    3.253710
2257.727519    13.000000    3720.080000    3.298500
2301.919035    13.000000    3720.080000    3.369320
2346.110604    13.000000    3720.080000    3.470890
2390.302282    13.000000    3720.080000    3.573640
2434.494123    13.000000    3720.080000    3.646380
2394.158800    13.000000    3720.080000    3.610580
2438.326779    13.000000    3720.080000    3.671250
2482.494609    13.000000    3720.080000    3.691970
2526.662351    13.000000    3720.080000    3.648850
2570.830065    13.000000    3720.080000    3.555400
2614.997811    13.000000    3720.080000    3.437060
2659.165648    13.000000    3720.080000    3.313410
2663.027537    13.000000    3720.080000    3.299640
22.144511    13.500000    3863.160000    nan
66.433551    13.500000    3863.160000    nan
110.722646    13.500000    3863.160000    nan
155.011833    13.500000    3863.160000    nan
199.301148    13.500000    3863.160000    nan
247.434266    13.500000    3863.160000    nan
291.712722    13.500000    3863.160000    nan
335.991046    13.500000    3863.160000    nan
380.269277    13.500000    3863.160000    nan
424.547455    13.500000    3863.160000    nan
468.825618    13.500000    3863.160000    nan
513.103805    13.500000    3863.160000    nan
557.382054    13.500000    3863.160000    nan
601.660404    13.500000    3863.160000    nan
645.938894    13.500000    3863.160000    nan
694.054920    13.500000    3863.160000    3.789090
738.320277    13.500000    3863.160000    3.695240
782.585522    13.500000    3863.160000    3.664560
826.850697    13.500000    3863.160000    3.567690
871.115844    13.500000    3863.160000    3.498260
915.381002    13.500000    3863.160000    3.487080
959.646214    13.500000    3863.160000    3.465090
1003.911520    13.500000    3863.160000    3.505200
1048.176963    13.500000    3863.160000    3.548120
1052.028010    13.500000    3863.160000    3.462370
1096.278320    13.500000    3863.160000    3.518350
1140.528479    13.500000    3863.160000    3.528010
1184.778531    13.500000    3863.160000    3.546490
1229.028520    13.500000    3863.160000    3.546000
1273.278491    13.500000    3863.160000    3.552640
1317.528487    13.500000    3863.160000    3.546890
1361.778553    13.500000    3863.160000    3.527360
1406.028733    13.500000    3863.160000    3.519960
1454.120281    13.500000    3863.160000    3.450260
1498.353139    13.500000    3863.160000    3.440240
1542.585877    13.500000    3863.160000    3.433730
1586.818542    13.500000    3863.160000    3.429960
1631.051181    13.500000    3863.160000    3.437630
1675.283842    13.500000    3863.160000    3.442860
1719.516573    13.500000    3863.160000    3.444940
1763.749420    13.500000    3863.160000    3.427950
1767.605696    13.500000    3863.160000    3.414910
1811.819174    13.500000    3863.160000    3.392420
1856.032495    13.500000    3863.160000    3.391040
1900.245710    13.500000    3863.160000    3.404540
1944.458870    13.500000    3863.160000    3.395830
1988.672027    13.500000    3863.160000    3.350100
2032.885231    13.500000    3863.160000    3.310970
2077.098534    13.500000    3863.160000    3.270590
2121.311988    13.500000    3863.160000    3.237030
2125.152738    13.500000    3863.160000    3.251820
2169.344426    13.500000    3863.160000    3.240430
2213.536001    13.500000    3863.160000    3.259980
2257.727519    13.500000    3863.160000    3.304130
2301.919035    13.500000    3863.160000    3.376160
2346.110604    13.500000    3863.160000    3.480410
2390.302282    13.500000    3863.160000    3.584500
2434.494123    13.500000    3863.160000    3.656430
2394.158800    13.500000    3863.160000    3.621850
2438.326779    13.500000    3863.160000    3.679080
2482.494609    13.500000    3863.160000    3.695550
2526.662351    13.500000    3863.160000    3.653800
2570.830065    13.500000    3863.160000    3.563380
2614.997811    13.500000    3863.160000    3.443260
2659.165648    13.500000    3863.160000    3.319170
2663.027537    13.500000    3863.160000    3.303350
22.144511    14.000000    4006.240000    nan
66.433551    14.000000    4006.240000    nan
110.722646    14.000000    4006.240000    nan
155.011833    14.000000    4006.240000    nan
199.301148    14.000000    4006.240000    nan
247.434266    14.000000    4006.240000    nan
291.712722    14.000000    4006.240000    nan
335.991046    14.000000    4006.240000    nan
380.269277    14.000000    4006.240000    nan
424.547455    14.000000    4006.240000    nan
468.825618    14.000000    4006.240000    nan
513.103805    14.000000    4006.240000    nan
557.382054    14.000000    4006.240000    nan
601.660404    14.000000    4006.240000    nan
645.938894    14.000000    4006.240000    nan
694.054920    14.000000    4006.240000    3.798920
738.320277    14.000000    4006.240000    3.703160
782.585522    14.000000    4006.240000    3.672240
826.850697    14.000000    4006.240000    3.574260
871.115844    14.000000    4006.240000    3.503510
915.381002    14.000000    4006.240000    3.491120
959.646214    14.000000    4006.240000    3.466960
1003.911520    14.000000    4006.240000    3.502970
1048.176963    14.000000    4006.240000    3.540240
1052.028010    14.000000    4006.240000    3.456870
1096.278320    14.000000    4006.240000    3.509920
1140.528479    14.000000    4006.240000    3.519390
1184.778531    14.000000    4006.240000    3.539430
1229.028520    14.000000    4006.240000    3.540760
1273.278491    14.000000    4006.240000    3.548840
1317.528487    14.000000    4006.240000    3.543050
1361.778553    14.000000    4006.240000    3.522860
1406.028733    14.000000    4006.240000    3.514090
1454.120281    14.000000    4006.240000    3.444020
1498.353139    14.000000    4006.240000    3.432090
1542.585877    14.000000    4006.240000    3.425140
1586.818542    14.000000    4006.240000    3.421850
1631.051181    14.000000    4006.240000    3.429270
1675.283842    14.000000    4006.240000    3.435440
1719.516573    14.000000    4006.240000    3.438580
1763.749420    14.000000    4006.240000    3.425300
1767.605696    14.000000    4006.240000    3.411360
1811.819174    14.000000    4006.240000    3.391720
1856.032495    14.000000    4006.240000    3.394530
1900.245710    14.000000    4006.240000    3.413660
1944.458870    14.000000    4006.240000    3.408460
1988.672027    14.000000    4006.240000    3.364770
2032.885231    14.000000    4006.240000    3.325310
2077.098534    14.000000    4006.240000    3.283550
2121.311988    14.000000    4006.240000    3.247960
2125.152738    14.000000    4006.240000    3.263720
2169.344426    14.000000    4006.240000    3.249530
2213.536001    14.000000    4006.240000    3.266430
2257.727519    14.000000    4006.240000    3.309480
2301.919035    14.000000    4006.240000    3.382250
2346.110604    14.000000    4006.240000    3.487440
2390.302282    14.000000    4006.240000    3.592440
2434.494123    14.000000    4006.240000    3.663580
2394.158800    14.000000    4006.240000    3.632270
2438.326779    14.000000    4006.240000    3.686990
2482.494609    14.000000    4006.240000    3.700760
2526.662351    14.000000    4006.240000    3.658580
2570.830065    14.000000    4006.240000    3.568510
2614.997811    14.000000    4006.240000    3.448530
2659.165648    14.000000    4006.240000    3.324590
2663.027537    14.000000    4006.240000    3.309070
22.144511    14.500000    4149.320000    nan
66.433551    14.500000    4149.320000    nan
110.722646    14.500000    4149.320000    nan
155.011833    14.500000    4149.320000    nan
199.301148    14.500000    4149.320000    nan
247.434266    14.500000    4149.320000    nan
291.712722    14.500000    4149.320000    nan
335.991046    14.500000    4149.320000    nan
380.269277    14.500000    4149.320000    nan
424.547455    14.500000    4149.320000    nan
468.825618    14.500000    4149.320000    nan
513.103805    14.500000    4149.320000    nan
557.382054    14.500000    4149.320000    nan
601.660404    14.500000    4149.320000    nan
645.938894    14.500000    4149.320000    nan
694.054920    14.500000    4149.320000    3.806710
738.320277    14.500000    4149.320000    3.713830
782.585522    14.500000    4149.320000    3.683400
826.850697    14.500000    4149.320000    3.587300
871.115844    14.500000    4149.320000    3.518900
915.381002    14.500000    4149.320000    3.504760
959.646214    14.500000    4149.320000    3.476660
1003.911520    14.500000    4149.320000    3.499200
1048.176963    14.500000    4149.320000    3.521290
1052.028010    14.500000    4149.320000    3.440730
1096.278320    14.500000    4149.320000    3.491520
1140.528479    14.500000    4149.320000    3.501840
1184.778531    14.500000    4149.320000    3.524220
1229.028520    14.500000    4149.320000    3.527030
1273.278491    14.500000    4149.320000    3.536890
1317.528487    14.500000    4149.320000    3.531030
1361.778553    14.500000    4149.320000    3.510060
1406.028733    14.500000    4149.320000    3.501710
1454.120281    14.500000    4149.320000    3.429920
1498.353139    14.500000    4149.320000    3.413330
1542.585877    14.500000    4149.320000    3.401090
1586.818542    14.500000    4149.320000    3.396560
1631.051181    14.500000    4149.320000    3.404800
1675.283842    14.500000    4149.320000    3.414560
1719.516573    14.500000    4149.320000    3.424190
1763.749420    14.500000    4149.320000    3.418750
1767.605696    14.500000    4149.320000    3.403450
1811.819174    14.500000    4149.320000    3.388420
1856.032495    14.500000    4149.320000    3.397410
1900.245710    14.500000    4149.320000    3.424320
1944.458870    14.500000    4149.320000    3.425790
1988.672027    14.500000    4149.320000    3.384290
2032.885231    14.500000    4149.320000    3.343090
2077.098534    14.500000    4149.320000    3.298430
2121.311988    14.500000    4149.320000    3.260450
2125.152738    14.500000    4149.320000    3.276650
2169.344426    14.500000    4149.320000    3.259340
2213.536001    14.500000    4149.320000    3.273450
2257.727519    14.500000    4149.320000    3.315650
2301.919035    14.500000    4149.320000    3.389240
2346.110604    14.500000    4149.320000    3.496550
2390.302282    14.500000    4149.320000    3.602410
2434.494123    14.500000    4149.320000    3.672330
2394.158800    14.500000    4149.320000    3.642590
2438.326779    14.500000    4149.320000    3.693740
2482.494609    14.500000    4149.320000    3.703480
2526.662351    14.500000    4149.320000    3.663380
2570.830065    14.500000    4149.320000    3.577130
2614.997811    14.500000    4149.320000    3.456010
2659.165648    14.500000    4149.320000    3.331980
2663.027537    14.500000    4149.320000    3.314540
22.144511    15.000000    4292.400000    nan
66.433551    15.000000    4292.400000    nan
110.722646    15.000000    4292.400000    nan
155.011833    15.000000    4292.400000    nan
199.301148    15.000000    4292.400000    nan
247.434266    15.000000    4292.400000    nan
291.712722    15.000000    4292.400000    nan
335.991046    15.000000    4292.400000    nan
380.269277    15.000000    4292.400000    nan
424.547455    15.000000    4292.400000    nan
468.825618    15.000000    4292.400000    nan
513.103805    15.000000    4292.400000    nan
557.382054    15.000000    4292.400000    nan
601.660404    15.000000    4292.400000    nan
645.938894    15.000000    4292.400000    nan
694.054920    15.000000    4292.400000    3.814060
738.320277    15.000000    4292.400000    3.719900
782.585522    15.000000    4292.400000    3.689550
826.850697    15.000000    4292.400000    3.593140
871.115844    15.000000    4292.400000    3.523900
915.381002    15.000000    4292.400000    3.508610
959.646214    15.000000    4292.400000    3.478530
1003.911520    15.000000    4292.400000    3.496740
1048.176963    15.000000    4292.400000    3.512450
1052.028010    15.000000    4292.400000    3.434530
1096.278320    15.000000    4292.400000    3.481920
1140.528479    15.000000    4292.400000    3.491960
1184.778531    15.000000    4292.400000    3.516120
1229.028520    15.000000    4292.400000    3.521030
1273.278491    15.000000    4292.400000    3.532390
1317.528487    15.000000    4292.400000    3.526390
1361.778553    15.000000    4292.400000    3.504670
1406.028733    15.000000    4292.400000    3.494850
1454.120281    15.000000    4292.400000    3.423060
1498.353139    15.000000    4292.400000    3.404400
1542.585877    15.000000    4292.400000    3.391740
1586.818542    15.000000    4292.400000    3.387750
1631.051181    15.000000    4292.400000    3.395710
1675.283842    15.000000    4292.400000    3.406440
1719.516573    15.000000    4292.400000    3.417120
1763.749420    15.000000    4292.400000    3.415580
1767.605696    15.000000    4292.400000    3.399230
1811.819174    15.000000    4292.400000    3.387190
1856.032495    15.000000    4292.400000    3.400460
1900.245710    15.000000    4292.400000    3.433010
1944.458870    15.000000    4292.400000    3.438080
1988.672027    15.000000    4292.400000    3.398780
2032.885231    15.000000    4292.400000    3.357420
2077.098534    15.000000    4292.400000    3.311770
2121.311988    15.000000    4292.400000    3.272320
2125.152738    15.000000    4292.400000    3.288870
2169.344426    15.000000    4292.400000    3.269190
2213.536001    15.000000    4292.400000    3.280590
2257.727519    15.000000    4292.400000    3.321460
2301.919035    15.000000    4292.400000    3.395480
2346.110604    15.000000    4292.400000    3.503370
2390.302282    15.000000    4292.400000    3.609910
2434.494123    15.000000    4292.400000    3.678900
2394.158800    15.000000    4292.400000    3.652460
2438.326779    15.000000    4292.400000    3.701100
2482.494609    15.000000    4292.400000    3.708230
2526.662351    15.000000    4292.400000    3.667780
2570.830065    15.000000    4292.400000    3.581940
2614.997811    15.000000    4292.400000    3.461390
2659.165648    15.000000    4292.400000    3.337760
2663.027537    15.000000    4292.400000    3.320980
22.144511    1.500000    149.940000    nan
66.433551    1.500000    149.940000    nan
110.722646    1.500000    149.940000    nan
155.011833    1.500000    149.940000    nan
199.301148    1.500000    149.940000    nan
247.434266    1.500000    149.940000    nan
291.712722    1.500000    149.940000    nan
335.991046    1.500000    149.940000    nan
380.269277    1.500000    149.940000    nan
424.547455    1.500000    149.940000    nan
468.825618    1.500000    149.940000    nan
513.103805    1.500000    149.940000    nan
557.382054    1.500000    149.940000    nan
601.660404    1.500000    149.940000    nan
645.938894    1.500000    149.940000    nan
694.054920    1.500000    149.940000    1.693110
738.320277    1.500000    149.940000    1.949920
782.585522    1.500000    149.940000    2.070690
826.850697    1.500000    149.940000    2.345780
871.115844    1.500000    149.940000    2.657090
915.381002    1.500000    149.940000    2.824070
959.646214    1.500000    149.940000    3.015740
1003.911520    1.500000    149.940000    2.985570
1048.176963    1.500000    149.940000    2.671960
1052.028010    1.500000    149.940000    2.913140
1096.278320    1.500000    149.940000    2.634780
1140.528479    1.500000    149.940000    2.589520
1184.778531    1.500000    149.940000    2.611130
1229.028520    1.500000    149.940000    2.659500
1273.278491    1.500000    149.940000    2.678870
1317.528487    1.500000    149.940000    2.696360
1361.778553    1.500000    149.940000    2.771970
1406.028733    1.500000    149.940000    2.778190
1454.120281    1.500000    149.940000    2.820450
1498.353139    1.500000    149.940000    2.737650
1542.585877    1.500000    149.940000    2.681510
1586.818542    1.500000    149.940000    2.659220
1631.051181    1.500000    149.940000    2.610460
1675.283842    1.500000    149.940000    2.557420
1719.516573    1.500000    149.940000    2.496100
1763.749420    1.500000    149.940000    2.438430
1767.605696    1.500000    149.940000    2.433730
1811.819174    1.500000    149.940000    2.427160
1856.032495    1.500000    149.940000    2.433440
1900.245710    1.500000    149.940000    2.450630
1944.458870    1.500000    149.940000    2.443740
1988.672027    1.500000    149.940000    2.407090
2032.885231    1.500000    149.940000    2.370040
2077.098534    1.500000    149.940000    2.339380
2121.311988    1.500000    149.940000    2.279950
2125.152738    1.500000    149.940000    2.380360
2169.344426    1.500000    149.940000    2.253760
2213.536001    1.500000    149.940000    2.074890
2257.727519    1.500000    149.940000    1.966990
2301.919035    1.500000    149.940000    1.916530
2346.110604    1.500000    149.940000    1.884030
2390.302282    1.500000    149.940000    1.893670
2434.494123    1.500000    149.940000    1.926700
2394.158800    1.500000    149.940000    1.985160
2438.326779    1.500000    149.940000    1.957280
2482.494609    1.500000    149.940000    1.947530
2526.662351    1.500000    149.940000    2.159810
2570.830065    1.500000    149.940000    2.434130
2614.997811    1.500000    149.940000    2.352380
2659.165648    1.500000    149.940000    2.260200
2663.027537    1.500000    149.940000    2.312340
22.144511    15.500000    4435.480000    nan
66.433551    15.500000    4435.480000    nan
110.722646    15.500000    4435.480000    nan
155.011833    15.500000    4435.480000    nan
199.301148    15.500000    4435.480000    nan
247.434266    15.500000    4435.480000    nan
291.712722    15.500000    4435.480000    nan
335.991046    15.500000    4435.480000    nan
380.269277    15.500000    4435.480000    nan
424.547455    15.500000    4435.480000    nan
468.825618    15.500000    4435.480000    nan
513.103805    15.500000    4435.480000    nan
557.382054    15.500000    4435.480000    nan
601.660404    15.500000    4435.480000    nan
645.938894    15.500000    4435.480000    nan
694.054920    15.500000    4435.480000    3.819580
738.320277    15.500000    4435.480000    3.729150
782.585522    15.500000    4435.480000    3.699470
826.850697    15.500000    4435.480000    3.605750
871.115844    15.500000    4435.480000    3.539450
915.381002    15.500000    4435.480000    3.522450
959.646214    15.500000    4435.480000    3.488750
1003.911520    15.500000    4435.480000    3.493190
1048.176963    15.500000    4435.480000    3.492860
1052.028010    15.500000    4435.480000    3.417730
1096.278320    15.500000    4435.480000    3.462320
1140.528479    15.500000    4435.480000    3.473100
1184.778531    15.500000    4435.480000    3.499770
1229.028520    15.500000    4435.480000    3.506400
1273.278491    15.500000    4435.480000    3.519310
1317.528487    15.500000    4435.480000    3.513060
1361.778553    15.500000    4435.480000    3.490420
1406.028733    15.500000    4435.480000    3.481040
1454.120281    15.500000    4435.480000    3.407610
1498.353139    15.500000    4435.480000    3.384660
1542.585877    15.500000    4435.480000    3.366730
1586.818542    15.500000    4435.480000    3.361500
1631.051181    15.500000    4435.480000    3.370330
1675.283842    15.500000    4435.480000    3.384660
1719.516573    15.500000    4435.480000    3.402040
1763.749420    15.500000    4435.480000    3.408600
1767.605696    15.500000    4435.480000    3.390780
1811.819174    15.500000    4435.480000    3.383580
1856.032495    15.500000    4435.480000    3.403070
1900.245710    15.500000    4435.480000    3.443350
1944.458870    15.500000    4435.480000    3.455180
1988.672027    15.500000    4435.480000    3.418240
2032.885231    15.500000    4435.480000    3.375270
2077.098534    15.500000    4435.480000    3.327000
2121.311988    15.500000    4435.480000    3.285740
2125.152738    15.500000    4435.480000    3.302100
2169.344426    15.500000    4435.480000    3.279840
2213.536001    15.500000    4435.480000    3.288610
2257.727519    15.500000    4435.480000    3.328430
2301.919035    15.500000    4435.480000    3.402890
2346.110604    15.500000    4435.480000    3.512380
2390.302282    15.500000    4435.480000    3.619560
2434.494123    15.500000    4435.480000    3.686900
2394.158800    15.500000    4435.480000    3.662160
2438.326779    15.500000    4435.480000    3.707260
2482.494609    15.500000    4435.480000    3.710730
2526.662351    15.500000    4435.480000    3.672710
2570.830065    15.500000    4435.480000    3.591220
2614.997811    15.500000    4435.480000    3.470180
2659.165648    15.500000    4435.480000    3.346800
2663.027537    15.500000    4435.480000    3.328360
22.144511    16.000000    4578.560000    nan
66.433551    16.000000    4578.560000    nan
110.722646    16.000000    4578.560000    nan
155.011833    16.000000    4578.560000    nan
199.301148    16.000000    4578.560000    nan
247.434266    16.000000    4578.560000    nan
291.712722    16.000000    4578.560000    nan
335.991046    16.000000    4578.560000    nan
380.269277    16.000000    4578.560000    nan
424.547455    16.000000    4578.560000    nan
468.825618    16.000000    4578.560000    nan
513.103805    16.000000    4578.560000    nan
557.382054    16.000000    4578.560000    nan
601.660404    16.000000    4578.560000    nan
645.938894    16.000000    4578.560000    nan
694.054920    16.000000    4578.560000    3.825200
738.320277    16.000000    4578.560000    3.733910
782.585522    16.000000    4578.560000    3.704560
826.850697    16.000000    4578.560000    3.611080
871.115844    16.000000    4578.560000    3.544260
915.381002    16.000000    4578.560000    3.526210
959.646214    16.000000    4578.560000    3.490700
1003.911520    16.000000    4578.560000    3.490790
1048.176963    16.000000    4578.560000    3.483600
1052.028010    16.000000    4578.560000    3.411150
1096.278320    16.000000    4578.560000    3.451980
1140.528479    16.000000    4578.560000    3.462390
1184.778531    16.000000    4578.560000    3.490960
1229.028520    16.000000    4578.560000    3.499910
1273.278491    16.000000    4578.560000    3.514320
1317.528487    16.000000    4578.560000    3.507850
1361.778553    16.000000    4578.560000    3.484410
1406.028733    16.000000    4578.560000    3.473510
1454.120281    16.000000    4578.560000    3.400410
1498.353139    16.000000    4578.560000    3.375330
1542.585877    16.000000    4578.560000    3.357050
1586.818542    16.000000    4578.560000    3.352400
1631.051181    16.000000    4578.560000    3.360950
1675.283842    16.000000    4578.560000    3.376250
1719.516573    16.000000    4578.560000    3.394680
1763.749420    16.000000    4578.560000    3.405230
1767.605696    16.000000    4578.560000    3.386240
1811.819174    16.000000    4578.560000    3.382120
1856.032495    16.000000    4578.560000    3.405870
1900.245710    16.000000    4578.560000    3.451610
1944.458870    16.000000    4578.560000    3.467050
1988.672027    16.000000    4578.560000    3.432400
2032.885231    16.000000    4578.560000    3.389480
2077.098534    16.000000    4578.560000    3.340700
2121.311988    16.000000    4578.560000    3.298610
2125.152738    16.000000    4578.560000    3.314620
2169.344426    16.000000    4578.560000    3.290550
2213.536001    16.000000    4578.560000    3.296660
2257.727519    16.000000    4578.560000    3.334940
2301.919035    16.000000    4578.560000    3.409480
2346.110604    16.000000    4578.560000    3.519150
2390.302282    16.000000    4578.560000    3.626800
2434.494123    16.000000    4578.560000    3.693030
2394.158800    16.000000    4578.560000    3.671500
2438.326779    16.000000    4578.560000    3.714170
2482.494609    16.000000    4578.560000    3.715210
2526.662351    16.000000    4578.560000    3.676860
2570.830065    16.000000    4578.560000    3.595820
2614.997811    16.000000    4578.560000    3.475720
2659.165648    16.000000    4578.560000    3.353060
2663.027537    16.000000    4578.560000    3.335670
22.144511    16.500000    4721.640000    nan
66.433551    16.500000    4721.640000    nan
110.722646    16.500000    4721.640000    nan
155.011833    16.500000    4721.640000    nan
199.301148    16.500000    4721.640000    nan
247.434266    16.500000    4721.640000    nan
291.712722    16.500000    4721.640000    nan
335.991046    16.500000    4721.640000    nan
380.269277    16.500000    4721.640000    nan
424.547455    16.500000    4721.640000    nan
468.825618    16.500000    4721.640000    nan
513.103805    16.500000    4721.640000    nan
557.382054    16.500000    4721.640000    nan
601.660404    16.500000    4721.640000    nan
645.938894    16.500000    4721.640000    nan
694.054920    16.500000    4721.640000    3.829290
738.320277    16.500000    4721.640000    3.742260
782.585522    16.500000    4721.640000    3.713730
826.850697    16.500000    4721.640000    3.623470
871.115844    16.500000    4721.640000    3.560000
915.381002    16.500000    4721.640000    3.540300
959.646214    16.500000    4721.640000    3.501550
1003.911520    16.500000    4721.640000    3.488070
1048.176963    16.500000    4721.640000    3.464420
1052.028010    16.500000    4721.640000    3.394320
1096.278320    16.500000    4721.640000    3.431940
1140.528479    16.500000    4721.640000    3.442910
